STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,indic_de,Demographic indicator,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EFTA,European Free Trade Association,2001,,107154,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EFTA,European Free Trade Association,2002,,108269,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EFTA,European Free Trade Association,2003,,107592,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EFTA,European Free Trade Association,2004,,103402,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EFTA,European Free Trade Association,2005,,104409,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EFTA,European Free Trade Association,2006,,103659,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EFTA,European Free Trade Association,2007,,105213,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EFTA,European Free Trade Association,2008,,105137,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EFTA,European Free Trade Association,2009,,106156,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EFTA,European Free Trade Association,2010,,106406,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EFTA,European Free Trade Association,2011,,105718,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EFTA,European Free Trade Association,2012,,108344,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EFTA,European Free Trade Association,2013,,108492,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EFTA,European Free Trade Association,2014,,106624,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EFTA,European Free Trade Association,2015,,110712,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EFTA,European Free Trade Association,2016,,108270,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EFTA,European Free Trade Association,2017,,110232,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EFTA,European Free Trade Association,2018,,110456,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EFTA,European Free Trade Association,2019,,111002,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EFTA,European Free Trade Association,2020,,119429,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EFTA,European Free Trade Association,2021,,115798,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EFTA,European Free Trade Association,2022,,123171,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EFTA,European Free Trade Association,2023,,118466,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EL,Greece,2000,,105219,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EL,Greece,2001,,102559,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EL,Greece,2002,,103915,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EL,Greece,2003,,105529,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EL,Greece,2004,,104942,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EL,Greece,2005,,105091,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EL,Greece,2006,,105476,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EL,Greece,2007,,109895,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EL,Greece,2008,,107979,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EL,Greece,2009,,108316,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EL,Greece,2010,,109084,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EL,Greece,2011,,111099,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EL,Greece,2012,,116668,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EL,Greece,2013,,111794,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EL,Greece,2014,,113740,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EL,Greece,2015,,121183,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EL,Greece,2016,,118788,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EL,Greece,2017,,124501,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EL,Greece,2018,,120296,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EL,Greece,2019,,124965,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EL,Greece,2020,,131047,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EL,Greece,2021,,143923,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EL,Greece,2022,,139921,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EL,Greece,2023,,127169,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,ES,Spain,2000,,360391,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,ES,Spain,2001,,357580,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,ES,Spain,2002,,366046,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,ES,Spain,2003,,382455,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,ES,Spain,2004,,369564,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,ES,Spain,2005,,385056,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,ES,Spain,2006,,369391,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,ES,Spain,2007,,383249,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,ES,Spain,2008,,384198,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,ES,Spain,2009,,383209,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,ES,Spain,2010,,380234,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,ES,Spain,2011,,386017,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,ES,Spain,2012,,401122,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,ES,Spain,2013,,388600,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,ES,Spain,2014,,393734,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,ES,Spain,2015,,420408,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,ES,Spain,2016,,408231,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,ES,Spain,2017,,422037,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,ES,Spain,2018,,425153,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,ES,Spain,2019,,416102,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,ES,Spain,2020,,492447,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,ES,Spain,2021,,449149,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,ES,Spain,2022,,461954,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,ES,Spain,2023,,433420,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EU27_2007,European Union - 27 countries (2007-2013),2000,,4825167,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EU27_2007,European Union - 27 countries (2007-2013),2001,,4783894,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EU27_2007,European Union - 27 countries (2007-2013),2002,,4840634,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EU27_2007,European Union - 27 countries (2007-2013),2003,,4932260,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EU27_2007,European Union - 27 countries (2007-2013),2004,,4724246,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EU27_2007,European Union - 27 countries (2007-2013),2005,,4819541,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EU27_2007,European Union - 27 countries (2007-2013),2006,,4746176,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EU27_2007,European Union - 27 countries (2007-2013),2007,,4794056,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EU27_2007,European Union - 27 countries (2007-2013),2008,,4839783,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EU27_2007,European Union - 27 countries (2007-2013),2009,,4848944,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EU27_2007,European Union - 27 countries (2007-2013),2010,,4854217,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EU27_2007,European Union - 27 countries (2007-2013),2011,,4820030,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EU27_2007,European Union - 27 countries (2007-2013),2012,,4958661,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EU27_2007,European Union - 27 countries (2007-2013),2013,,4943817,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EU27_2020,European Union - 27 countries (from 2020),2000,,4267048,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EU27_2020,European Union - 27 countries (from 2020),2001,,4231178,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EU27_2020,European Union - 27 countries (from 2020),2002,,4284989,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EU27_2020,European Union - 27 countries (from 2020),2003,,4373650,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EU27_2020,European Union - 27 countries (from 2020),2004,,4190920,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EU27_2020,European Union - 27 countries (from 2020),2005,,4288668,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EU27_2020,European Union - 27 countries (from 2020),2006,,4224330,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EU27_2020,European Union - 27 countries (from 2020),2007,,4271736,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EU27_2020,European Union - 27 countries (from 2020),2008,,4312237,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EU27_2020,European Union - 27 countries (from 2020),2009,,4341741,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EU27_2020,European Union - 27 countries (from 2020),2010,,4344647,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EU27_2020,European Union - 27 countries (from 2020),2011,,4318817,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EU27_2020,European Union - 27 countries (from 2020),2012,,4441347,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EU27_2020,European Union - 27 countries (from 2020),2013,,4419258,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EU27_2020,European Union - 27 countries (from 2020),2014,,4372607,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EU27_2020,European Union - 27 countries (from 2020),2015,,4620411,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EU27_2020,European Union - 27 countries (from 2020),2016,,4534200,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EU27_2020,European Union - 27 countries (from 2020),2017,,4660917,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EU27_2020,European Union - 27 countries (from 2020),2018,,4694628,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EU27_2020,European Union - 27 countries (from 2020),2019,,4653033,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EU27_2020,European Union - 27 countries (from 2020),2020,,5185351,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EU27_2020,European Union - 27 countries (from 2020),2021,,5297333,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EU27_2020,European Union - 27 countries (from 2020),2022,,5158399,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EU27_2020,European Union - 27 countries (from 2020),2023,,4856197,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EU28,European Union - 28 countries (2013-2020),2000,,4875413,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EU28,European Union - 28 countries (2013-2020),2001,,4833446,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EU28,European Union - 28 countries (2013-2020),2002,,4891203,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EU28,European Union - 28 countries (2013-2020),2003,,4984835,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EU28,European Union - 28 countries (2013-2020),2004,,4774002,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EU28,European Union - 28 countries (2013-2020),2005,,4871331,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EU28,European Union - 28 countries (2013-2020),2006,,4796554,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EU28,European Union - 28 countries (2013-2020),2007,,4846423,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EU28,European Union - 28 countries (2013-2020),2008,,4891934,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EU28,European Union - 28 countries (2013-2020),2009,,4901358,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EU28,European Union - 28 countries (2013-2020),2010,,4906313,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EU28,European Union - 28 countries (2013-2020),2011,,4871049,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EU28,European Union - 28 countries (2013-2020),2012,,5010371,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EU28,European Union - 28 countries (2013-2020),2013,,4994203,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EU28,European Union - 28 countries (2013-2020),2014,,4941447,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EU28,European Union - 28 countries (2013-2020),2015,,5221683,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EU28,European Union - 28 countries (2013-2020),2016,,5129855,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EU28,European Union - 28 countries (2013-2020),2017,,5266665,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EU28,European Union - 28 countries (2013-2020),2018,,5308941,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,EU28,European Union - 28 countries (2013-2020),2019,,5257654,,p,provisional,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,FI,Finland,2000,,49339,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,FI,Finland,2001,,48550,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,FI,Finland,2002,,49418,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,FI,Finland,2003,,48996,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,FI,Finland,2004,,47600,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,FI,Finland,2005,,47928,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,FI,Finland,2006,,48065,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,FI,Finland,2007,,49077,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,FI,Finland,2008,,49094,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,FI,Finland,2009,,49883,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,FI,Finland,2010,,50887,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,FI,Finland,2011,,50585,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,FI,Finland,2012,,51707,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,FI,Finland,2013,,51472,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,FI,Finland,2014,,52186,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,FI,Finland,2015,,52492,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,FI,Finland,2016,,53923,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,FI,Finland,2017,,53722,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,FI,Finland,2018,,54527,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,FI,Finland,2019,,53949,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,FI,Finland,2020,,55488,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,FI,Finland,2021,,57659,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,FI,Finland,2022,,63219,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,FI,Finland,2023,,61339,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,FR,France,2000,,540717,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,FR,France,2001,,541184,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,FR,France,2002,,545353,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,FR,France,2003,,562591,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,FR,France,2004,,519589,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,FR,France,2005,,538207,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,DEATH,Deaths - total,FR,France,2006,,527036,,,,,
