STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,material,Materials,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,LV,Latvia,2010,,26.4,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,LV,Latvia,2011,,27.4,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,LV,Latvia,2012,,30.3,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,LV,Latvia,2013,,29.7,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,LV,Latvia,2014,,31.1,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,LV,Latvia,2015,,31.4,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,LV,Latvia,2016,,32,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,LV,Latvia,2017,,30.5,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,LV,Latvia,2018,,32.9,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,LV,Latvia,2019,,31.5,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,LV,Latvia,2020,,32,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,LV,Latvia,2021,,31.4,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,LV,Latvia,2022,,31.7,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,LV,Latvia,2023,,28.6,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,MK,North Macedonia,2010,,23.4,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,MK,North Macedonia,2011,,23.8,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,MK,North Macedonia,2012,,24.2,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,MK,North Macedonia,2013,,22.4,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,MK,North Macedonia,2014,,24.2,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,MK,North Macedonia,2015,,24.9,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,MK,North Macedonia,2016,,24.9,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,MK,North Macedonia,2017,,24.2,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,MK,North Macedonia,2018,,26.3,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,MK,North Macedonia,2019,,27,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,MK,North Macedonia,2020,,27.2,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,MK,North Macedonia,2021,,31.6,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,MK,North Macedonia,2022,,28.2,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,MT,Malta,2000,,43.1,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,MT,Malta,2001,,33.8,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,MT,Malta,2002,,38.9,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,MT,Malta,2003,,36.2,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,MT,Malta,2004,,50.5,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,MT,Malta,2005,,50.2,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,MT,Malta,2006,,47.4,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,MT,Malta,2007,,50.7,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,MT,Malta,2008,,51.9,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,MT,Malta,2009,,61,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,MT,Malta,2010,,57.7,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,MT,Malta,2011,,62.4,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,MT,Malta,2012,,68.1,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,MT,Malta,2013,,68.8,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,MT,Malta,2014,,74,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,MT,Malta,2015,,74.6,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,MT,Malta,2016,,75.3,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,MT,Malta,2017,,77.1,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,MT,Malta,2018,,75.1,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,MT,Malta,2019,,70.1,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,MT,Malta,2020,,69.3,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,MT,Malta,2021,,71.3,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,MT,Malta,2022,,70.2,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,MT,Malta,2023,,70.9,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,NL,Netherlands,2000,,67.9,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,NL,Netherlands,2001,,69.6,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,NL,Netherlands,2002,,70.3,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,NL,Netherlands,2003,,70.2,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,NL,Netherlands,2004,,69.6,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,NL,Netherlands,2005,,71.8,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,NL,Netherlands,2006,,73.7,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,NL,Netherlands,2007,,74.4,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,NL,Netherlands,2008,,73.5,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,NL,Netherlands,2009,,72.6,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,NL,Netherlands,2010,,72.3,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,NL,Netherlands,2011,,72.5,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,NL,Netherlands,2012,,73.4,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,NL,Netherlands,2013,,73.3,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,NL,Netherlands,2014,,74.3,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,NL,Netherlands,2015,,77.1,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,NL,Netherlands,2016,,78.1,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,NL,Netherlands,2017,,78.8,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,NL,Netherlands,2018,,80.4,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,NL,Netherlands,2019,,80.6,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,NL,Netherlands,2020,,81,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,NL,Netherlands,2021,,82.5,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,NL,Netherlands,2022,,82.9,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,NL,Netherlands,2023,,82.7,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,NO,Norway,2000,,11.7,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,NO,Norway,2001,,11.5,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,NO,Norway,2002,,10.7,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,NO,Norway,2003,,10.7,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,NO,Norway,2004,,11.3,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,NO,Norway,2005,,12,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,NO,Norway,2006,,11.2,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,NO,Norway,2007,,12.1,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,NO,Norway,2008,,11.2,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,NO,Norway,2009,,9.8,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,NO,Norway,2010,,10.8,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,NO,Norway,2011,,11.2,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,NO,Norway,2012,,10.9,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,NO,Norway,2013,,11.4,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,NO,Norway,2014,,11.1,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,NO,Norway,2015,,10.2,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,NO,Norway,2016,,11.1,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,NO,Norway,2017,,11.7,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,NO,Norway,2018,,12.4,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,NO,Norway,2019,,12.8,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,NO,Norway,2020,,12.1,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,NO,Norway,2021,,12,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,NO,Norway,2022,,11.6,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,PL,Poland,2000,,12,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,PL,Poland,2001,,12.6,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,PL,Poland,2002,,13.9,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,PL,Poland,2003,,14.5,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,PL,Poland,2004,,15.2,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,PL,Poland,2005,,15.1,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,PL,Poland,2006,,15.6,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,PL,Poland,2007,,16.7,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,PL,Poland,2008,,17.3,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,PL,Poland,2009,,15.4,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,PL,Poland,2010,,16.9,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,PL,Poland,2011,,15.3,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,PL,Poland,2012,,16.2,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,PL,Poland,2013,,16,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,PL,Poland,2014,,17,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,PL,Poland,2015,,17.6,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,PL,Poland,2016,,17.8,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,PL,Poland,2017,,18.1,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,PL,Poland,2018,,19.5,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,PL,Poland,2019,,19.5,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,PL,Poland,2020,,19.3,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,PL,Poland,2021,,19.7,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,PL,Poland,2022,,20.8,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,PL,Poland,2023,,19.9,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,PT,Portugal,2000,,24.6,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,PT,Portugal,2001,,24.1,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,PT,Portugal,2002,,25.2,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,PT,Portugal,2003,,26.5,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,PT,Portugal,2004,,25.3,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,PT,Portugal,2005,,26,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,PT,Portugal,2006,,22.7,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,PT,Portugal,2007,,22,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,PT,Portugal,2008,,20.7,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,PT,Portugal,2009,,21.9,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,PT,Portugal,2010,,23.6,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,PT,Portugal,2011,,24.3,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,PT,Portugal,2012,,25.4,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,PT,Portugal,2013,,28.8,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,PT,Portugal,2014,,28.5,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,PT,Portugal,2015,,30.3,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,PT,Portugal,2016,,32.1,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,PT,Portugal,2017,,31.2,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,PT,Portugal,2018,,31.4,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,PT,Portugal,2019,,30.7,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,PT,Portugal,2020,,30.4,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,PT,Portugal,2021,,27.8,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,PT,Portugal,2022,,31.3,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,PT,Portugal,2023,,29.6,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,RO,Romania,2000,,13.4,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,RO,Romania,2001,,9.7,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,RO,Romania,2002,,11.1,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,RO,Romania,2003,,12.1,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,RO,Romania,2004,,12.3,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,RO,Romania,2005,,11.7,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,RO,Romania,2006,,11.5,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,RO,Romania,2007,,11.1,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,RO,Romania,2008,,10.2,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,RO,Romania,2009,,8.7,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,RO,Romania,2010,,12.1,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,RO,Romania,2011,,9.2,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,RO,Romania,2012,,9.8,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,RO,Romania,2013,,9.2,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,RO,Romania,2014,,9.4,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,RO,Romania,2015,,9.3,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,RO,Romania,2016,,10,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,RO,Romania,2017,,10.8,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,RO,Romania,2018,,10.7,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,RO,Romania,2019,,9.5,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,RO,Romania,2020,,9.3,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,RO,Romania,2021,,10.1,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,RO,Romania,2022,,9.9,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,RO,Romania,2023,,8.1,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,RS,Serbia,2001,,7.7,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,RS,Serbia,2002,,8.4,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,RS,Serbia,2003,,10.3,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,RS,Serbia,2004,,11.8,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,RS,Serbia,2005,,11.3,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,RS,Serbia,2006,,12.6,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,RS,Serbia,2007,,12.9,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,RS,Serbia,2008,,12.3,,b,break in time series,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,RS,Serbia,2009,,10.7,,,,,
